dataset_version,feature_schema_version,extraction_artifact_version,label_schema_version,label_source,weak_target_score,expert_target_score,query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,artifact_path,artifact_sha1,artifact_size_bytes,target_score,text_length_chars,html_length_chars,word_count,unique_word_count,unique_word_ratio,avg_word_length,sentence_count,avg_sentence_length,paragraph_count,h1_count,h2_count,h3_count,heading_count,title_present,title_length,meta_description_present,meta_description_length,query_in_title,query_in_text,exact_query_count,query_term_count,title_query_term_count,meta_query_term_count,title_keyword_coverage_ratio,meta_keyword_coverage_ratio,query_terms_in_headings,heading_query_coverage_ratio,first_200_words_query_term_count,query_density,keyword_coverage_ratio,link_count,image_count,list_item_count,strong_tag_count,form_count,input_count,inputs_per_form_ratio,avg_paragraph_length,link_density_per_1000_words,image_density_per_1000_words,list_density_per_1000_words,strong_density_per_1000_words,text_to_html_ratio,semantic_similarity,early_query_coverage_ratio,conversion_signal_score,content_link_ratio,heading_paragraph_balance,query_semantic_alignment,title_semantic_alignment,heading_semantic_alignment,title_heading_keyword_alignment,content_depth_semantic_score,query_prominence_score,title_length_quality,meta_length_quality,keyword_balance_score,semantic_content_richness,cta_semantic_score,http_status_code,http_status_ok,redirect_count,has_redirect,canonical_present,canonical_matches_final_url,meta_robots_present,x_robots_tag_present,robots_noindex,robots_nofollow,page_indexable,viewport_present,lang_present,hreflang_count,hreflang_present,url_depth,url_parameter_count,url_has_query_parameters,redirect_efficiency_score,url_hygiene_score,technical_metadata_score,canonical_signal_score,technical_seo_score,phone_present,phone_count,email_present,address_present,business_hours_present,price_present,currency_present,delivery_info_present,payment_info_present,warranty_info_present,returns_info_present,reviews_present,rating_present,faq_present,cta_present,cta_count,messenger_present,value_proposition_present,legal_requisites_present,company_identity_present,contact_options_score,commercial_signal_count,trust_signal_count,commercial_signals_score,trust_signals_score,commercial_trust_score,heavy_analysis_available,heavy_analysis_overall_score,structured_data_json_ld_count,structured_data_valid_json_ld_count,structured_data_malformed_json_ld_count,structured_data_schema_type_count,structured_data_business_schema_present,structured_data_offer_schema_present,structured_data_faq_schema_present,structured_data_breadcrumb_schema_present,structured_data_score,mobile_viewport_present,mobile_readiness_score,rendering_browser_fetch_used,rendering_js_dependency_risk,rendering_text_html_ratio,rendering_score,performance_html_size_kb,performance_dom_node_count,performance_script_count,performance_stylesheet_count,performance_image_count,performance_response_time_ms,performance_resource_complexity_score,performance_proxy_score,intent_is_commercial,intent_is_local_commercial,intent_is_informational,intent_is_navigational,intent_confidence,query_local_modifier,commercial_intent_score,local_intent_score,informational_intent_score,navigational_intent_score,commercial_intent_alignment,local_intent_alignment,informational_intent_alignment,navigational_intent_alignment,intent_alignment_score,feature_policy_version
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,78.0,входные двери цена Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://nigny-novgorod.dverimagnat.ru/,nigny-novgorod.dverimagnat.ru,2,0,,,homepage,ok,,..\dataset-v2\artifacts\query--3f803bb1285d95e8.json,c0645e5b5f47b16e830d8a557b8480d9753284c4,756899,78.0,9600,60000,1600,757,0.30685,5.2712,90,11.4213,9,1,8,2,11,1,81,1,254,0,0,0,72,2,1,0.4,0.2,4,0.6,6,0.029185,1,80,24,28,3,2,2,1,180,80,15.808675,11.349818,1.216052,0.025634,0.651636,1,1,5.139583,1.222222,0.651636,0.260654,0.390982,0.24,0.651636,0.69,0.527273,0.248276,0.972842,0.199955,0.651636,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,9,0.888889,1,0.962963,1,0.394341,1,1,0,1,1,0,0,0,0.2875,1,0.91225,1,0.887849,0.025634,0.112151,623.665,3277,77,61,39,5453.5061,0.137286,0.265464,1,0,0,0,0.4,0,0.4,0,0,0,0.791144,0.847135,0.627269,0.746705,0.791144,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,89.4737,64.6,входные двери цена Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://tsdveri.ru/catalog/vhodnye-dveri/,tsdveri.ru,3,0,,,product,ok,,..\dataset-v2\artifacts\query--8574b839206cb58c.json,42b51427a63254fa47f5ae42d56d6d748a2b1307,424050,64.6,6236,60000,895,436,0.487151,5.7374,61,14.6721,7,0,0,0,0,1,70,1,255,0,0,0,38,2,2,0.4,0.4,0,0,10,0.042458,0.4,80,17,40,19,4,49,12.25,127.8571,80,18.994413,60,21.22905,0.016617,0.483851,1,1,7.336066,0,0.19354,0.19354,0,0,0.288698,0.45,0.727273,0.241379,0.233892,0.117199,0.483851,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,2,0,0,1,0.8,0.5,1,0.86,1,16,1,1,1,1,1,1,1,0,1,1,0,0,1,20,1,1,1,1,1,8,7,0.888889,0.777778,0.888889,1,0.356843,0,0,0,0,0,0,0,0,0,1,0.96175,1,0.927301,0.016617,0.072699,373.1562,1591,72,88,17,7647.3085,0.307232,0.392924,1,0,0,0,0.4,0,0.4,0,0,0,0.601719,0.712672,0.307169,0.544845,0.601719,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,84.2105,73.0,входные двери цена Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://sevendoors.ru/,sevendoors.ru,4,0,,,homepage,ok,,..\dataset-v2\artifacts\query--03fb023bf260de7a.json,213ef09368f80bc50ce76780c76df15e6f9bad51,598542,73.0,9600,60000,1600,589,0.256421,5.4732,22,38,36,1,0,3,4,1,70,1,134,0,0,0,135,2,1,0.4,0.2,1,0.2,29,0.058772,0.8,80,24,40,24,53,183,3.45283,29.0759,80,28,60,40,0.034041,0.556011,1,1,2.878446,0.050633,0.444809,0.222404,0.111202,0.08,0.556011,0.56,0.727273,0.924138,0.032738,0.142573,0.556011,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,1,11,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.409013,1,1,0,1,0,1,0,0,0.2875,1,0.91,1,0.851069,0.034041,0.148931,445.4678,4079,48,22,204,7005.5117,0.169492,0.289619,1,0,0,0,0.4,0,0.4,0,0,0,0.70755,0.788368,0.502473,0.661441,0.70755,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,62.0,входные двери цена Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://n-gr.ru/,n-gr.ru,5,0,,,homepage,ok,,..\dataset-v2\artifacts\query--028d459f15855cbf.json,e4735c2ca457b4ce20d8994327e67d6a2bad8408,702587,62.0,9600,60000,1600,512,0.2011,5.6379,32,38,4,0,2,0,2,1,57,1,109,0,0,0,59,1,0,0.2,0,0,0,11,0.023174,0.8,80,24,40,0,2,16,8,180,80,10.60487,22.38806,0,0.035975,0.331314,1,1,2.259095,0.5,0.265051,0.066263,0,0,0.331314,0.44,0.963636,0.751724,0.617963,0.066627,0.331314,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,8,9,0.888889,1,0.962963,1,0.383165,0,0,0,0,0,0,0,0,0,1,0.93925,1,0.765467,0.035975,0.234533,484.0869,4173,29,15,27,12842.8152,0.261838,0.358878,1,0,0,0,0.4,0,0.4,0,0,0,0.614339,0.722351,0.355506,0.563097,0.614339,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,73.6842,73.2,входные двери цена Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://nn.fabrichnie-dveri.ru/,nn.fabrichnie-dveri.ru,6,0,,,homepage,ok,,..\dataset-v2\artifacts\query--61e4ab640c74f714.json,3891e6a2bafaa9e1c970be294fe1b49f36b5422a,213119,73.2,9600,60000,1600,700,0.402299,5.6805,80,21.75,36,1,9,9,18,1,56,1,174,0,0,0,107,1,3,0.2,0.4,11,0.4,38,0.061494,1,80,24,40,0,8,47,5.875,10.5455,80,28,60,0,0.087317,0.412853,1,1,9.775281,0.115152,0.412853,0.082571,0.165141,0.08,0.412853,0.57,0.981818,0.8,0,0.160554,0.412853,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,10,1,1,1,1,1,9,8,1,0.888889,0.962963,1,0.52634,2,2,0,2,1,0,0,0,0.425,1,0.91,1,0.65,0.087317,0.35,144.5596,1362,42,12,112,6670.8512,0.343815,0.420361,1,0,0,0,0.4,0,0.4,0,0,0,0.708092,0.787046,0.560387,0.650637,0.708092,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,63.1579,74.9,входные двери цена Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://nizhniy-novgorod.mosdveri.ru/,nizhniy-novgorod.mosdveri.ru,8,0,,,homepage,ok,,..\dataset-v2\artifacts\query--142bef0568b14171.json,29cd8e8059e21197831728ce69728b252c2298f8,754895,74.9,9600,60000,1600,1200,0.374345,6.053,90,8.4337,36,1,10,12,18,1,107,1,205,0,0,0,77,2,4,0.4,0.6,9,0.4,8,0.014943,1,80,24,40,16,11,61,5.545455,50.5196,80,25.033961,32.020182,3.104987,0.069595,0.578417,1,1,6.744764,0.313725,0.578417,0.231367,0.231367,0.16,0.578417,0.64,0.054545,0.586207,0.498092,0.216528,0.578417,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,26,1,1,1,1,1,1,1,1,1,1,1,1,1,32,0,1,1,1,0.8,9,9,1,1,0.933333,1,0.476059,2,2,0,2,1,0,0,0,0.425,1,0.91,1,0.695522,0.069595,0.304478,558.6123,3183,46,20,129,6010.2755,0.136344,0.264758,1,0,0,0,0.4,0,0.4,0,0,0,0.756595,0.807323,0.648852,0.707972,0.756595,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,57.8947,71.7,входные двери цена Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://nizhniy-novgorod.straj-dveri.ru/,nizhniy-novgorod.straj-dveri.ru,9,0,,,homepage,ok,,..\dataset-v2\artifacts\query--e519baf6ba151cda.json,d9195ade8fdaf95682b4e3bc3f51391f2e3e5fbe,174521,71.7,7396,60000,1060,500,0.471698,5.8509,65,16.3077,22,1,3,5,9,1,78,1,176,0,0,0,27,2,2,0.4,0.4,4,0.4,10,0.025472,1,80,24,40,2,21,61,2.904762,48.1818,80,26.415094,60,1.886792,0.066918,0.489643,1,1,4.840183,0.409091,0.489643,0.195857,0.195857,0.16,0.346014,0.64,0.581818,0.786207,0.849057,0.136012,0.489643,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0.8,7,7,0.777778,0.777778,0.785185,1,0.519927,0,0,0,0,0,0,0,0,0,1,0.937,1,0.437236,0.066918,0.562764,120.5322,1691,14,5,28,4730.5486,0.556591,0.579943,1,0,0,0,0.4,0,0.4,0,0,0,0.684903,0.760618,0.520287,0.659475,0.684903,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,52.6316,13.7,входные двери цена Нижний Новгород,входные двери,commercial,Нижний Новгород,47,https://2gis.ru/n_novgorod/search/Входные двери/rubricId/9972,2gis.ru,10,0,,,content,ok,,..\dataset-v2\artifacts\query--16427e53be83a97a.json,a3c5bcd93edb4bbb2a4712ecf123908cbbbbd9c4,3099,13.7,187,1429,38,36,0.947368,3.7105,5,7.6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3333,26.315789,0,0,0,0.130861,0,0,0,38,0.166667,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0.5,0,0.75,0.45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,1,0.111111,0.111111,0.207407,1,0.482253,0,0,0,0,0,0,0,0,0,0,0.225972,1,0.212857,0.130861,0.787143,1.3955,15,1,0,0,2683.2805,0.99221,0.915895,1,0,0,0,0.4,0,0.4,0,0,0,0.096584,0.164264,0.049897,0.140954,0.096584,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,77.5,как выбрать входные двери,входные двери,informational,,,https://www.cian.ru/stati-kak-vybrat-vhodnuju-dver-v-kvartiru-i-dom-340912/,cian.ru,1,0,,,content,ok,,..\dataset-v2\artifacts\query--f44bdaa0bdc7eb4b.json,8a54446240787baaf1a057f019156304d1a4b3f5,840312,77.5,9600,60000,1600,1200,0.505267,5.9566,90,14.1839,36,1,5,12,18,1,63,1,165,0,0,0,47,2,2,0.5,0.5,3,0.75,12,0.019044,1,80,24,40,14,1,4,4,33.3514,47.406807,14.181524,26.742301,5.672609,0.025482,0.642811,1,1,21.094017,0.27027,0.642811,0.321406,0.482108,0.375,0.642811,0.7625,0.854545,0.862069,0.634792,0.324791,0.642811,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0.8,6,6,0.666667,0.666667,0.711111,1,0.403791,1,1,0,1,0,0,0,1,0.2375,1,0.92125,1,0.888516,0.025482,0.111484,738.3066,1086,37,11,35,11430.715,0.243241,0.344931,0,0,1,0,0.45,0,0,0,0.45,0,0.738119,0.740427,0.708518,0.729748,0.708518,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,73.0,входные двери отзывы,входные двери,informational,,,https://irecommend.ru/catalog/list/9986-149512,irecommend.ru,1,0,,,product,ok,,..\dataset-v2\artifacts\query--fa9e75af22b6c024.json,34a81ea60726356a1b13afcaadd5f974ac54ee0d,1184756,73.0,9600,60000,1600,1200,0.116092,7.1579,90,20.917,36,2,10,0,18,1,22,1,50,0,0,0,70,3,0,1,0,2,0.666667,23,0.006314,1,80,21,40,3,2,355,177.5,19.9748,80,1.894281,3.788562,0.270612,0.123861,0.649924,1,1,11.933262,0.558559,0.649924,0.649924,0.433283,0.666667,0.649924,0.916667,0.4,0.344828,0.210476,0.075451,0.649924,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,3,0,0,1,0.7,1,1,0.94,1,12,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.8,8,8,0.888889,0.888889,0.859259,1,0.391089,0,0,0,0,0,0,0,0,0,1,0.95275,1,0.65,0.123861,0.35,846.0322,7325,53,27,21,7432.244,0.132139,0.261604,0,0,1,0,0.533333,0,0,0,0.533333,0,0.801896,0.843779,0.702944,0.78491,0.702944,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,78.6,входные двери отзывы,входные двери,informational,,,https://gdematerial.ru/dlya-doma/top-10-luchshih-vhodnyh-dverej-rejting-2025-goda/,gdematerial.ru,2,0,,,content,ok,,..\dataset-v2\artifacts\query--60e09009dd568bb1.json,b1a447d2b90b76f81892b9bd4b99abe59098be44,169452,78.6,9600,60000,1600,870,0.356704,6.1952,90,22.3761,36,1,10,12,18,1,52,1,180,0,0,0,74,3,3,1,1,4,0.333333,4,0.03034,1,80,13,40,10,2,2,1,53.0217,41.820418,5.330053,48.790488,4.100041,0.194849,0.391584,1,1,23.911765,0.630435,0.391584,0.391584,0.130528,0.333333,0.391584,0.833333,0.945455,0.758621,0.988657,0.139679,0.391584,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,2,0,0,1,0.8,1,1,0.96,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,8,8,0.888889,0.888889,0.792593,1,0.706326,1,4,0,4,0,0,0,1,0.65,1,0.97075,1,0.392857,0.194849,0.607143,105.6787,991,15,16,13,5304.7437,0.579881,0.597411,0,0,1,0,0.533333,0,0,0,0.533333,0,0.672023,0.67797,0.580111,0.655714,0.580111,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,89.4737,70.1,входные двери отзывы,входные двери,informational,,,https://markakachestva.ru/best-brands/1217-luchshie-proizvoditeli-vhodnyh-dverey.html,markakachestva.ru,3,0,,,content,ok,,..\dataset-v2\artifacts\query--3b85c27391e95f83.json,8a35a5a0834e886d51cbf4cf5c66f463c524b615,522292,70.1,9600,60000,1600,1200,0.465222,6.3193,90,12.3088,36,1,10,1,17,1,54,1,186,0,0,0,62,0,2,0,0.666667,0,0,2,0.017674,1,80,24,40,24,4,24,6,44.9744,48.745724,28,36.77309,9.40707,0.063657,0.613904,0.666667,1,20.51462,0.217949,0.613904,0,0,0,0.613904,0.316667,0.981818,0.717241,0.58913,0.285602,0.613904,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0.8,1,1,0.96,1,11,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0.8,6,8,0.666667,0.888889,0.785185,1,0.478529,2,2,0,2,1,0,0,0,0.425,1,0.91,1,0.721499,0.063657,0.278501,429.5605,1710,45,19,151,12974.9348,0.184152,0.300614,0,0,1,0,0.533333,0,0,0,0.533333,0,0.660288,0.739224,0.563673,0.607104,0.563673,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,84.2105,74.6,входные двери отзывы,входные двери,informational,,,https://www.kp.ru/expert/dom/luchshie-vhodnye-dveri-v-kvartiru/,kp.ru,4,0,,,content,ok,,..\dataset-v2\artifacts\query--694857c7cea09b7e.json,1dc3e11d1d7588f3804a61741ab47107af5ece09,417148,74.6,9600,60000,1600,1200,0.300347,6.2227,90,16.5043,36,1,10,12,18,1,192,1,315,0,0,0,68,2,0,0.666667,0,4,0.666667,8,0.011806,0.666667,79,24,40,11,1,1,1,75.7895,13.715278,16.493056,12.326389,1.909722,0.160177,0.530397,1,1,72.911392,0.592105,0.353598,0.353598,0.353598,0.444444,0.530397,0.75,0,0,0.262346,0.159303,0.530397,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,3,0,0,1,0.7,1,1,0.94,1,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.8,9,8,1,0.888889,0.896296,1,0.523492,3,3,0,3,0,0,1,1,0.5125,1,0.91,1,0.65,0.160177,0.35,300.5156,2091,85,30,95,12549.8418,0.211958,0.321469,0,0,1,0,0.533333,0,0,0,0.533333,0,0.704059,0.773519,0.585607,0.675246,0.585607,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,73.3,входные двери отзывы,входные двери,informational,,,https://otzovik.com/home/doors_and_windows/house_front_doors/,otzovik.com,5,0,,,content,ok,,..\dataset-v2\artifacts\query--9d773b13b2eb9ef2.json,65608dcc62cffc0a05e27bf5ca64aa1c161643a3,157449,73.3,2614,60000,443,153,0.345372,4.7765,31,14.2903,1,1,0,12,18,1,32,0,0,0,0,0,24,3,0,1,0,17,1,16,0.054176,1,80,24,0,2,2,4,2,180,80,28,0,4.514673,0.021642,0.725175,1,0.75,2.76875,31,0.725175,0.725175,0.725175,1,0.214168,1,0.581818,0,0.194131,0.06164,0.543881,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,3,0,0,1,0.7,1,1,0.94,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,4,5,0.444444,0.555556,0.333333,1,0.463958,0,0,0,0,0,0,0,0,0,1,0.928,1,0.648174,0.021642,0.351826,121.0898,806,15,14,32,10375.5942,0.551338,0.576004,0,0,1,0,0.533333,0,0,0,0.533333,0,0.659929,0.475551,0.679677,0.750601,0.679677,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,73.6842,23.1,входные двери отзывы,входные двери,informational,,,https://www.vseinstrumenti.ru/category/vhodnye-metallicheskie-dveri-176310/otzyvy/,vseinstrumenti.ru,6,0,,,category,ok,,..\dataset-v2\artifacts\query--dcee52b19a3e507b.json,4de491234b81200fb26cf6cf96d0cf24ec43d60c,22719,23.1,549,16322,82,75,0.914634,5.5488,7,11.7143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,0,12.195122,0,0,0.033636,0.182383,0,0.25,80,0,0,0,0,0,0.00997,0,0,0,0,0.007599,0.045596,403,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,9,1,1,0.5,1,0.35,0.57,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,1,1,0.111111,0.111111,0.140741,1,0.554418,0,0,0,0,0,0,0,0,0,1,0.824,1,0.454273,0.033636,0.545727,16.333,74,4,5,1,8316.2224,0.913927,0.847945,0,0,1,0,0.533333,0,0,0,0.533333,0,0.133486,0.17726,0.078058,0.192285,0.078058,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,68.4211,25.6,входные двери отзывы,входные двери,informational,,,https://www.ozon.ru/category/vhodnye-dveri-9747/review/,ozon.ru,7,0,,,category,ok,,..\dataset-v2\artifacts\query--b0ce424673efd299.json,ff538e4ec9639f393726f3f99f86c74c33c3e45e,6299,25.6,486,2999,58,46,0.793103,7.2414,1,38,3,1,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,19.3333,17.241379,17.241379,60,0,0.162054,0.113808,0,0.5,58,0.333333,0,0,0,0,0.004401,0,0.290909,0,0,0.002908,0.056904,403,0,0,0,0,0,1,0,1,1,0,1,1,0,0,3,1,1,1,0.6,1,0.35,0.59,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.4,2,4,0.222222,0.444444,0.355556,1,0.623007,0,0,0,0,0,0,0,0,0,1,0.81525,1,0.212857,0.162054,0.787143,3.2822,29,1,2,1,2961.5519,0.968019,0.889636,0,0,1,0,0.533333,0,0,0,0.533333,0,0.180014,0.281509,0.080898,0.216674,0.080898,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,63.1579,66.2,входные двери отзывы,входные двери,informational,,,https://top-expert.pro/top-10-luchshih-proizvoditelej-vhodnyh-dverej-rejting-nadezhnosti-plyusy-i-minusy/,top-expert.pro,8,0,,,content,ok,,..\dataset-v2\artifacts\query--2ca3ac02e35fe9a8.json,a204b56f25c42deb7c8dba42d146d7ff709da5d6,218723,66.2,9600,60000,1600,942,0.496574,6.5656,90,12.3987,36,1,1,12,17,1,92,1,384,0,0,0,65,0,1,0,0.333333,0,0,4,0.034265,1,53,24,40,24,1,1,1,29.6406,27.938851,16.86874,50.60622,19.504481,0.101257,0.53809,1,1,35.792453,0.265625,0.53809,0,0,0,0.53809,0.4,0.327273,0,0.857846,0.267201,0.53809,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0.6,4,7,0.444444,0.777778,0.607407,1,0.647154,1,4,0,5,0,0,0,1,0.7,1,0.928,1,0.547143,0.101257,0.452857,156.3701,746,27,19,32,6242.932,0.460347,0.50776,0,0,1,0,0.533333,0,0,0,0.533333,0,0.58442,0.616885,0.539531,0.569692,0.539531,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,57.8947,74.6,входные двери отзывы,входные двери,informational,,,https://homius.ru/reyting-vhodnyih-dverey-v-kvartiru-i-otzyivyi.html,homius.ru,9,0,,,content,ok,,..\dataset-v2\artifacts\query--d0da186142cf1ee4.json,1a3a455a460f1e5ebd8add629ebaf2e6a9c4d163,533131,74.6,9600,60000,1600,1200,0.460224,6.1815,90,11.6594,36,1,10,12,18,1,62,1,179,0,0,0,63,1,2,0.333333,0.666667,9,1,8,0.019577,1,80,24,40,21,4,17,4.25,49.5077,80,18.023617,60,6.525792,0.058229,0.491129,1,1,12.376923,0.538462,0.491129,0.16371,0.491129,0.333333,0.491129,0.766667,0.872727,0.765517,0.652579,0.226029,0.491129,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0.6,7,9,0.777778,1,0.792593,1,0.539859,2,4,0,5,0,0,0,1,0.7,1,0.91,1,0.745248,0.058229,0.254752,422.4092,1918,84,48,58,10763.834,0.176247,0.294685,0,0,1,0,0.533333,0,0,0,0.533333,0,0.682796,0.687044,0.569209,0.676707,0.569209,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,52.6316,26.4,входные двери отзывы,входные двери,informational,,,https://arghome.ru/blog/vhodnye-dveri-kakie-luchshe-vybrat-otzyvy-professionalov/,arghome.ru,10,0,,,article,ok,,..\dataset-v2\artifacts\query--e2ce9ffbcc02fbd0.json,a527f758a0031884faafe6b8c581bca9b158feea,17012,26.4,136,14203,26,11,0.423077,4.1923,1,26,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,38.461538,0,0,0,0.009575,0.115074,0,0,26,1,0,0,0,0,0.001995,0,0,0,0,0.000703,0,200,1,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,1,0.8,0.5,0.75,0.61,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0.333333,0.111111,1,0.525869,0,0,0,0,0,0,0,0,0,1,0.768889,1,0.559536,0.009575,0.440464,14.1963,32,4,2,0,2361.8495,0.950678,0.894121,0,0,1,0,0.533333,0,0,0,0.533333,0,0.068449,0.062408,0.082146,0.165072,0.082146,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,82.2,кухни на заказ Москва,кухни на заказ,commercial,Москва,213,https://vitakuhni.ru/,vitakuhni.ru,1,0,,,homepage,ok,,..\dataset-v2\artifacts\query--c290eac428c0bddd.json,1305acd45f3fa813443b993cb8ee7808041da3b9,134193,82.2,9217,60000,1298,545,0.419877,5.839,50,25.96,9,1,2,4,7,1,68,1,151,0,0,0,54,4,3,0.75,0.75,3,0.5,19,0.041602,1,80,24,25,24,10,54,5.4,144.2222,80,28,19.260401,40,0.13404,0.736174,1,1,6.555556,0.777778,0.736174,0.55213,0.368087,0.375,0.637036,0.7875,0.763636,0.958621,0.613251,0.222897,0.736174,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,0,0,1,1,33,1,1,1,1,1,9,7,1,0.777778,0.925926,1,0.543676,1,1,0,1,0,1,0,0,0.2875,1,0.91,1,0.56,0.13404,0.44,75.8242,1043,28,7,41,11686.5753,0.499605,0.537204,0,0,0,0,0.5,1,0,0.5,0,0,0.85806,0.894115,0.729822,0.814549,0.780427,v5-shortcut-control-v1
