dataset_version,feature_schema_version,extraction_artifact_version,label_schema_version,label_source,weak_target_score,expert_target_score,query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,artifact_path,artifact_sha1,artifact_size_bytes,target_score,text_length_chars,html_length_chars,word_count,unique_word_count,unique_word_ratio,avg_word_length,sentence_count,avg_sentence_length,paragraph_count,h1_count,h2_count,h3_count,heading_count,title_present,title_length,meta_description_present,meta_description_length,query_in_title,query_in_text,exact_query_count,query_term_count,title_query_term_count,meta_query_term_count,title_keyword_coverage_ratio,meta_keyword_coverage_ratio,query_terms_in_headings,heading_query_coverage_ratio,first_200_words_query_term_count,query_density,keyword_coverage_ratio,link_count,image_count,list_item_count,strong_tag_count,form_count,input_count,inputs_per_form_ratio,avg_paragraph_length,link_density_per_1000_words,image_density_per_1000_words,list_density_per_1000_words,strong_density_per_1000_words,text_to_html_ratio,semantic_similarity,early_query_coverage_ratio,conversion_signal_score,content_link_ratio,heading_paragraph_balance,query_semantic_alignment,title_semantic_alignment,heading_semantic_alignment,title_heading_keyword_alignment,content_depth_semantic_score,query_prominence_score,title_length_quality,meta_length_quality,keyword_balance_score,semantic_content_richness,cta_semantic_score,http_status_code,http_status_ok,redirect_count,has_redirect,canonical_present,canonical_matches_final_url,meta_robots_present,x_robots_tag_present,robots_noindex,robots_nofollow,page_indexable,viewport_present,lang_present,hreflang_count,hreflang_present,url_depth,url_parameter_count,url_has_query_parameters,redirect_efficiency_score,url_hygiene_score,technical_metadata_score,canonical_signal_score,technical_seo_score,phone_present,phone_count,email_present,address_present,business_hours_present,price_present,currency_present,delivery_info_present,payment_info_present,warranty_info_present,returns_info_present,reviews_present,rating_present,faq_present,cta_present,cta_count,messenger_present,value_proposition_present,legal_requisites_present,company_identity_present,contact_options_score,commercial_signal_count,trust_signal_count,commercial_signals_score,trust_signals_score,commercial_trust_score,heavy_analysis_available,heavy_analysis_overall_score,structured_data_json_ld_count,structured_data_valid_json_ld_count,structured_data_malformed_json_ld_count,structured_data_schema_type_count,structured_data_business_schema_present,structured_data_offer_schema_present,structured_data_faq_schema_present,structured_data_breadcrumb_schema_present,structured_data_score,mobile_viewport_present,mobile_readiness_score,rendering_browser_fetch_used,rendering_js_dependency_risk,rendering_text_html_ratio,rendering_score,performance_html_size_kb,performance_dom_node_count,performance_script_count,performance_stylesheet_count,performance_image_count,performance_response_time_ms,performance_resource_complexity_score,performance_proxy_score,intent_is_commercial,intent_is_local_commercial,intent_is_informational,intent_is_navigational,intent_confidence,query_local_modifier,commercial_intent_score,local_intent_score,informational_intent_score,navigational_intent_score,commercial_intent_alignment,local_intent_alignment,informational_intent_alignment,navigational_intent_alignment,intent_alignment_score,feature_policy_version
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,81.7,ремонт квартир Новосибирск,ремонт квартир,commercial,Новосибирск,65,https://nsk.proff-remont.ru/,nsk.proff-remont.ru,5,0,,,homepage,ok,,..\dataset-v2\artifacts\query--403b8067ec7f604a.json,079d2f2ffae135ec280e75ffae1f7bd022104d3a,1019027,81.7,9600,60000,1600,1200,0.307779,5.8985,90,13.1263,36,1,10,12,18,1,78,1,220,0,0,0,116,2,1,0.666667,0.333333,18,0.666667,35,0.018605,1,80,24,40,1,6,57,9.5,173.1944,46.351243,18.283881,19.887731,0.160385,0.060708,0.650543,1,1,21.574394,0.888889,0.650543,0.433695,0.433695,0.444444,0.650543,0.8,0.581818,0.482759,0.620155,0.200223,0.650543,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,0,1,1,21,1,1,1,1,1,9,8,1,0.888889,0.962963,1,0.447134,1,1,0,1,0,0,1,0,0.2375,1,0.91,1,0.618687,0.060708,0.381313,757.0615,4747,26,16,114,6409.0699,0.129633,0.259725,0,1,0,0,0.2,1,0.533333,0.333333,0,0,0.828454,0.873768,0.704524,0.787454,0.873768,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,79.0,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://rembrigada116.ru/,rembrigada116.ru,1,0,,,homepage,ok,,..\dataset-v2\artifacts\query--a34613b4b26f3097.json,819f99c6ef56f7f3541d5d4fc9dc2e3cb2fe1b7c,343289,79.0,9600,60000,1600,1187,0.422721,5.7949,90,13.901,36,1,5,2,8,1,82,1,151,0,0,0,100,2,2,0.666667,0.666667,6,0.666667,30,0.035613,1,80,24,40,24,5,52,10.4,70.2,79.059829,13.176638,18.518519,12.108262,0.083131,0.302058,1,1,12.648649,0.2,0.302058,0.201372,0.201372,0.444444,0.302058,0.8,0.509091,0.958621,0.812915,0.127686,0.302058,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,0,1,1,7,1,1,1,1,1,9,8,1,0.888889,0.962963,1,0.649944,1,4,0,4,0,0,0,1,0.65,1,0.91675,1,0.444286,0.083131,0.555714,250.3643,2061,19,8,37,12553.1065,0.419746,0.47731,0,1,0,0,0.05,1,0.533333,0.583333,0,0,0.697772,0.78229,0.537259,0.656772,0.78229,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,74.5,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://uslugi.yandex.ru/43-kazan/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,uslugi.yandex.ru,2,0,,,category,ok,,..\dataset-v2\artifacts\query--99813900464d4c65.json,ff09527f9653f02feacdd8158b1546824f9df953,2813384,74.5,9280,60000,1348,534,0.396142,5.6484,81,16.642,1,0,0,2,2,1,124,1,186,0,0,0,113,2,2,0.666667,0.666667,0,0,11,0.083828,1,80,20,7,0,0,2,0,180,80,14.836795,5.192878,0,0.004124,0.522517,1,0.75,2.213465,2,0.522517,0.348345,0,0,0.469569,0.633333,0,0.717241,0,0.155013,0.391888,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,4,0,0,1,0.6,1,1,0.92,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,8,9,0.888889,1,0.962963,1,0.465136,3,3,0,3,0,1,1,1,0.6625,1,0.955,1,0.981956,0.004124,0.018044,2523.9053,2874,66,26,20,12266.4969,0.083333,0.225,0,1,0,0,0.05,1,0.533333,0.583333,0,0,0.705556,0.786337,0.54805,0.655207,0.786337,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,89.4737,80.5,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://kazan.proff-remont.ru/,kazan.proff-remont.ru,3,0,,,homepage,ok,,..\dataset-v2\artifacts\query--f7ebfe3292b61672.json,156bbf946f5e0a1a6b8fea2c4cc33fdcda747819,1011192,80.5,9600,60000,1600,1200,0.309524,5.8884,90,13.1799,36,1,10,12,18,1,72,1,213,0,0,0,116,2,1,0.666667,0.333333,18,0.666667,35,0.018413,1,80,24,40,1,6,56,9.333333,170.2703,46.190476,18.412698,20,0.15873,0.062012,0.518861,1,1,21.649485,0.864865,0.518861,0.345907,0.345907,0.444444,0.518861,0.8,0.690909,0.531034,0.613757,0.1606,0.518861,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,0,1,1,21,1,1,1,1,1,9,8,1,0.888889,0.962963,1,0.454309,1,1,0,1,0,0,1,0,0.2375,1,0.91,1,0.612981,0.062012,0.387019,748.417,4756,26,13,116,11441.1865,0.160291,0.282718,0,1,0,0,0.05,1,0.533333,0.583333,0,0,0.779073,0.839201,0.639854,0.738073,0.839201,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,84.2105,74.2,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://remont116.ru/,remont116.ru,4,0,,,homepage,ok,,..\dataset-v2\artifacts\query--f9369b3ee8adddf3.json,16dac8f24b78da43daa2ae43363f298fe37e95a0,164098,74.2,9600,60000,1600,533,0.320505,5.7348,90,11.964,36,1,1,1,3,1,53,1,161,0,0,0,85,2,3,0.666667,0.666667,5,0.666667,14,0.051112,1,80,24,36,0,6,66,11,18.6854,63.138906,28,21.647625,0,0.117088,0.454447,1,1,15.838095,0.033708,0.454447,0.302965,0.302965,0.444444,0.454447,0.8,0.963636,0.889655,0.296252,0.134567,0.454447,200,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,2,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,6,8,0.666667,0.888889,0.851852,1,0.612085,1,4,0,3,0,0,0,1,0.6,1,0.91,1,0.521429,0.117088,0.478571,106.9688,1165,25,24,51,11304.8077,0.39636,0.45977,0,1,0,0,0.05,1,0.533333,0.583333,0,0,0.686668,0.776542,0.499171,0.659168,0.776542,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,26.7,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://www.avito.ru/kazan/predlozheniya_uslug/remont_i_otdelka/remont_kvartir_i_domov_pod_klyuch-ASgBAgICAkSYC8CfAcQVwPUB,avito.ru,5,0,,,content,ok,,..\dataset-v2\artifacts\query--92c56556255a6811.json,f769524288adf0e1b68d241ab41a984832e656e7,34458,26.7,946,28942,133,90,0.676692,5.8346,12,11.0833,11,0,1,0,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,12.0909,7.518797,7.518797,0,7.518797,0.032686,0.175376,0,0.75,80,0.090909,0,0,0,0,0.01555,0,0.563636,0,0,0.008769,0.131532,429,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,1,0.6,1,0.75,0.67,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0.4,2,3,0.222222,0.333333,0.318519,1,0.569496,0,0,0,0,0,0,0,0,0,1,0.879139,1,0.471284,0.032686,0.528716,29.1816,60,5,1,1,4940.0736,0.943504,0.870128,0,1,0,0,0.05,1,0.533333,0.583333,0,0,0.215789,0.246747,0.099459,0.253754,0.246747,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,73.6842,75.0,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://remont-kvartir-kazan.ru/,remont-kvartir-kazan.ru,6,0,,,homepage,ok,,..\dataset-v2\artifacts\query--789814bfee3007ac.json,f4dcf4f1e830a6a289c943bd9b2f29fbc15c8fe0,453802,75.0,7698,60000,1045,609,0.582775,6.1464,90,11.117,29,1,5,5,11,1,47,1,127,0,0,0,40,2,1,0.666667,0.333333,2,0.666667,12,0.038278,1,76,24,38,10,5,45,9,36.0345,72.727273,28,36.363636,9.569378,0.018861,0.509325,1,1,13.75,0.37931,0.509325,0.33955,0.33955,0.444444,0.35483,0.8,0.854545,0.875862,0.724083,0.172322,0.509325,200,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,3,0,1,1,1,1,0,1,1,0,1,0,0,1,17,1,1,1,1,0.8,7,6,0.777778,0.666667,0.748148,1,0.656679,1,4,0,4,1,0,0,1,0.8,1,0.91,1,0.634627,0.018861,0.365373,406.0762,774,13,7,41,10975.9319,0.518455,0.551341,0,1,0,0,0.05,1,0.533333,0.583333,0,0,0.707247,0.775948,0.547042,0.679747,0.775948,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,68.4211,14.3,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://profi.ru/geo-kzn/remont/remont-kvartir/,profi.ru,7,0,,,content,ok,,..\dataset-v2\artifacts\query--3d443447d4fd24e9.json,7c33ccd6f660d2fd72cbbd80b60209252308c86b,9075,14.3,93,7190,13,11,0.846154,6.0769,1,13,1,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,13,76.923077,28,0,0,0.012935,0.07972,0,0.25,13,0,0,0,0,0,0.000691,0,0,0.055172,0,0.000487,0.01993,418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0.7,0.5,0.75,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.54177,0,0,0,0,0,0,0,0,0,1,0.760667,1,0.493411,0.012935,0.506589,7.1025,19,0,1,1,9824.9217,0.9831,0.899825,0,1,0,0,0.05,1,0.533333,0.583333,0,0,0.077427,0.067168,0.061386,0.163889,0.067168,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,57.8947,66.0,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://kazan-remonts.ru/,kazan-remonts.ru,9,0,,,homepage,ok,,..\dataset-v2\artifacts\query--a41f2333d0fb994b.json,d3ae3b0fedc2e0a0fd3ae9ac8f2c5b4e5c988bb2,140200,66.0,7378,60000,981,491,0.50051,6.3129,50,19.62,23,1,1,0,2,1,42,1,113,0,0,0,79,2,7,0.666667,1,2,0.666667,41,0.08053,1,80,8,40,0,2,3,1.5,42.6522,80,8.154944,60,0,0.080175,0.461206,1,1,5.39011,0.086957,0.461206,0.307471,0.307471,0.444444,0.301629,0.8,0.763636,0.77931,0,0.125807,0.461206,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0.8,7,7,0.777778,0.777778,0.785185,1,0.468576,0,0,0,0,0,0,0,0,0,1,0.982,1,0.65,0.080175,0.35,96.4639,798,43,33,8,4626.9177,0.506406,0.542304,0,1,0,0,0.05,1,0.533333,0.583333,0,0,0.693327,0.767442,0.469646,0.674077,0.767442,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,52.6316,69.9,ремонт квартир Казань,ремонт квартир,commercial,Казань,43,https://bikservis.com/remont-kvartir/,bikservis.com,10,0,,,content,ok,,..\dataset-v2\artifacts\query--770e5f391ef56f16.json,42bb236e5cd771ddb7d7ced7c7d59a9aefbd0b40,722354,69.9,9600,60000,1387,641,0.462149,6.3403,61,22.7377,36,1,2,6,9,1,73,1,162,0,0,0,31,2,2,0.666667,0.666667,2,0.666667,5,0.02235,1,80,24,40,0,27,403,14.925926,16.5119,80,28,50.468637,0,0.017452,0.301846,1,1,3.602597,0.107143,0.301846,0.201231,0.201231,0.444444,0.279107,0.8,0.672727,0.882759,0.745013,0.107491,0.301846,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,1,5,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.446899,2,2,0,2,1,0,0,1,0.525,1,0.91,1,0.923646,0.017452,0.076354,602.3574,3535,68,13,73,12409.9628,0.151653,0.27624,0,1,0,0,0.05,1,0.533333,0.583333,0,0,0.676042,0.768085,0.469905,0.641742,0.768085,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,78.0,ремонт квартир Краснодар,ремонт квартир,commercial,Краснодар,35,https://podklyuch23.ru/,podklyuch23.ru,1,0,,,homepage,ok,,..\dataset-v2\artifacts\query--17a1c41c6d893d86.json,410fad2b16a563d894ef04fd0201277720b5ed68,549239,78.0,9600,60000,1600,599,0.364799,5.7186,88,18.6591,36,1,7,4,12,1,59,1,271,0,0,0,138,2,3,0.666667,0.666667,3,0.666667,32,0.084044,1,80,24,40,21,5,27,5.4,44.3784,80,27.405603,60,12.789281,0.02505,0.458324,1,1,7.077586,0.324324,0.458324,0.305549,0.305549,0.444444,0.458324,0.8,0.927273,0.131034,0,0.15252,0.458324,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,4,1,1,1,1,1,0,1,1,1,1,0,1,1,5,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.539515,1,4,0,5,1,0,0,1,0.85,1,0.91,1,0.890405,0.02505,0.109595,450.7246,2248,95,55,45,8778.0436,0.167952,0.288464,0,1,0,0,0.2,1,0.533333,0.333333,0,0,0.736371,0.81081,0.61134,0.705371,0.81081,v5-shortcut-control-v1
